url,final_url,name,description,category,subcategory,image_url,image_source,page_title,meta_description,http_status,status,error,llm_provider
https://www.cdc.gov,https://www.cdc.gov/index.html,Centers for Disease Control and Prevention,"The CDC is the nation's leading public health organization, dedicated to protecting public health through data-driven research and science. They provide vital information on health topics, disease outbreaks, and preventive measures to healthcare professionals and the general public. Their resources are essential for understanding public health trends and improving health outcomes across the United States.",Healthcare,,https://www.cdc.gov/TemplatePackage/5.0/img/favicon/apple-touch-icon.png,favicon,Centers for Disease Control and Prevention | CDC,,200,ok,,openai
https://www.circana.com,https://www.circana.com,Circana,"Circana is a leading market research company that provides in-depth consumer data and industry insights. Their solutions and tools are designed to transform data into actionable retail strategies, helping businesses accelerate demand and measure performance against competitors. They cater primarily to consumer packaged goods (CPG) brands and retailers.",Business,Retail & E-commerce,"https://static.wixstatic.com/media/ad0f45_b8d090fbf191441f95096b60a27a5b01%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0f45_b8d090fbf191441f95096b60a27a5b01%7Emv2.png",og,"Drive Growth with Market Research, Consumer Data, & Industry Analysis | Circana","As a leading market research company with in-depth consumer data and industry insights, Circana provides solutions and tools that transform data into actionable retail strategies.",200,ok,,openai
https://www.citeline.com,https://www.citeline.com,Citeline,"Citeline is a leading provider of drug, device, company, clinical trial, and market intelligence specifically tailored for the pharmaceutical and medtech industries. Their services include comprehensive real-time R&D intelligence, regulatory compliance solutions, and patient engagement tools, making it an essential resource for organizations involved in clinical development and market analysis.",Healthcare,Pharmaceuticals,https://www.citeline.com/-/media/citeline/og-images/generic-og.png,og,"Citeline | Faster, smarter clinical solutions driven by AI","Citeline is the leading provider of drug, device, company, clinical trial, and market intelligence in the pharmaceutical and medtech markets.",200,ok,,openai
https://claritas.com,https://claritas.com,Claritas,"Claritas provides custom audience segments and consumer insights for over 120 million households, utilizing more than 10,000 demographic and behavioral indicators. Their services are designed for marketers looking to enhance their understanding of the American consumer and improve the effectiveness of their multichannel marketing efforts. With advanced analytics and a robust identity graph, Claritas helps businesses identify and engage their target audiences more precisely.",Business,Corporations,https://claritas.com/wp-content/uploads/2026/07/hp_banner_2000px-scaled-1.webp,og,Custom Targeting and Audience Segments | Claritas LLC,"Delivering custom audience segments & consumer insights for over 120 million households, 2,300 digital audiences & 8,000 demographic variables. Call today!",200,ok,,openai
https://clarivate.com,https://clarivate.com,Clarivate,"Clarivate provides enriched data, insights, analytics, and workflow solutions aimed at fueling breakthroughs across various sectors. Their services cater to academic institutions, government organizations, and healthcare providers, helping them make informed decisions through comprehensive research and analytics. With a focus on life sciences and healthcare, they offer tools for research, development, and commercialization of medical treatments.",Healthcare,Pharmaceuticals,https://clarivate.com/wp-content/themes/clarivate/src/favicon/apple-icon-57x57.png,favicon,Clarivate - Leading Global Transformative Intelligence,"Clarivate aims to fuel the world's greatest breakthroughs through enriched data, insights, analytics, workflow solutions and expert services. Find out more.",200,ok,,openai
https://www.compstak.com,https://compstak.com/,CompStak,"CompStak provides timely and analyst-reviewed commercial real estate data, including lease comps, sale comps, and property details. Their platform is designed for real estate professionals such as brokers, appraisers, and investors, offering comprehensive insights to make informed decisions. With a focus on data accuracy and verification, CompStak aggregates information from over 40,000 contributors across the U.S.",Real Estate,Commercial,https://compstak.com/wp-content/uploads/2024/11/big-homepage-image-6-margins-1024x665.png,og,CompStak - Home Page,"Timely, analyst reviewed commercial lease comps, sale comps, and property details.",200,ok,,openai
https://www.costargroup.com,https://www.costargroup.com,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://www.corelogic.com,https://www.cotality.com/,CoreLogic,"CoreLogic provides comprehensive property data and analytics solutions that empower real estate professionals, lenders, and government entities to make informed decisions. Their offerings include property-level data sets, risk analytics, and geospatial solutions, designed to enhance workflows and optimize decision-making in the property ecosystem.",Real Estate,Property Management,https://cdn.prod.website-files.com/6798199a0c3b02c6826da654/67dc871daca93447b868317d_favicon_b.png,favicon,Cotality™ | Intelligence beyond bounds™,Cotality | See the property ecosystem from every angle to reimagine property data as insights that illuminate what’s next. It’s intelligence beyond bounds.,200,ok,,openai
https://www.counterpointresearch.com,https://counterpointresearch.com/en,Counterpoint Research,"Counterpoint Research is a global technology market research firm specializing in the TMT (Technology, Media, and Telecommunications) industry. They provide detailed analysis and insights that help businesses make informed decisions regarding market trends, consumer behavior, and technology adoption. Their services are tailored for companies looking to navigate the complexities of the technology landscape.",Technology,Semiconductors,https://counterpointresearch.com/images/og/og-default.png,og,Counterpoint | Technology Market Research and Industry Analysis Firm,Counterpoint is a global technology market research firm in the TMT industry. Our detailed analysis of report helps you to make better business decisions.,200,ok,,openai
https://www.cq.com,https://plus.cq.com/login?jumpto=https%3A%2F%2Fplus.cq.com%2F,CQ Roll Call,"CQ Roll Call provides legislative and political data services, offering insights into government activities, policy developments, and political trends. Their services are designed for professionals in government relations, lobbying, and public affairs who need to stay informed about the legislative landscape.",Econometrics,Government & Policy,https://plus.cq.com/img/apple-icon-57x57.png,favicon,CQ,,200,ok,,openai
https://www.crunchbase.com,https://www.crunchbase.com,Crunchbase,"Crunchbase provides a comprehensive platform for discovering and analyzing private market activity. It offers predictive company intelligence, funding insights, and market analysis tailored for investors, entrepreneurs, and business professionals. Users can track funding rounds, compare companies, and gain insights into market trends to make informed decisions.",Business,Startups,https://www.crunchbase.com/favicon.ico?v=2.0,favicon,Crunchbase,,200,ok,,openai
https://www.data-axle.com,https://www.data-axle.com,Data Axle,"Data Axle is a leading provider of B2B and B2C data, offering high-quality, verified profiles on over 90 million businesses and privacy-first profiles of individuals. Their services help businesses acquire and retain customers, gain valuable business intelligence, and enhance marketing strategies through data-driven insights. They cater to a wide range of industries, providing solutions for both small businesses and large corporations.",Business,Small & Medium Enterprises,https://www.data-axle.com/wp-content/uploads/2020/09/data_axle_horizontal_color-e1599175838290.png,og,Data Axle - Limitless Data. Measurable Marketing.,"A leading provider of B2B and B2C data - helping businesses acquire and retain customers, gain business intelligence, and build better products.",200,ok,,openai
https://www.definitivehc.com,https://www.definitivehc.com,Definitive Healthcare,"Definitive Healthcare is a data and analytics company that provides comprehensive insights into the healthcare market. Their services are designed for life sciences, healthcare providers, and other industries, offering clarity through robust data on diagnoses, procedures, and patient demographics. By leveraging their analytics, clients can make informed decisions that enhance patient care and drive strategic growth.",Healthcare,Health Insurance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNZEdFBFMGBr9d_V8uembNHlbqEps_KuM9km_q9iYxfcgTJrEkTSyA72wfTwhtndVcA1U&usqp=CAU,og,Healthcare Data and Analytics | Definitive Healthcare,"Get the definitive picture of healthcare with robust data and analytics that offer the clarity you need to make smarter, faster, and more strategic decisions.",200,ok,,openai
https://www.dnb.com,https://www.dnb.com/en-us/,Dun & Bradstreet,"Dun & Bradstreet provides verified business intelligence and persistent identity solutions to help organizations reduce risk, improve decision-making, and drive growth. Their services are designed for businesses of all sizes, offering insights that enhance compliance, procurement, finance, sales, and marketing strategies.",Business,Corporations,https://www.dnb.com/etc.clientlibs/dnb-marketing-website/clientlibs/clientlib-react/resources/favicon.ico,favicon,Power Confident Business Decisions | Dun & Bradstreet,"Verified business data and persistent identity help you reduce risk, improve decisions, and drive growth across your organization.",200,ok,,openai
https://earnestanalytics.com,https://www.earnestanalytics.com/,Earnest Analytics,"Earnest Analytics provides comprehensive consumer insights and data analytics solutions tailored for investors, companies, and consultants. Their services enable users to predict revenue, track customer behavior, and benchmark against competitors using real-time data. With a focus on accuracy and context, Earnest Analytics helps businesses make informed decisions based on robust market trends and consumer preferences.",Business,Corporations,https://www.earnestanalytics.com/wp-content/uploads/2022/11/earnest-analytics.png,og,Earnest Analytics,"Predict revenue, track customers, and benchmark competitors. Get access to data and expert analysis from Earnest Analytics.",200,ok,,openai
https://www.energyexemplar.com,https://www.energyexemplar.com,Energy Exemplar,"Energy Exemplar provides advanced software solutions for modeling electric, gas, and water energy markets. Their platform, PLEXOS®, enables users to run simulations that deliver insights for effective decision-making across the energy sector. This service is tailored for energy companies, financial institutions, and organizations involved in energy planning and management.",Infrastructure,Utilities,https://www.energyexemplar.com/hubfs/MJ%20Assets/logos/utility/featured-image@2x.jpg,og,Energy Exemplar,"Our software is used to model electric, gas and water energy markets. By running simulations, you get better insights for the best decision-making.",200,ok,,openai
https://www.enigma.com,https://www.enigma.com,Enigma Technologies,"Enigma provides comprehensive data solutions focused on U.S. businesses, offering insights into firmographics, contacts, and revenue data. Their services are designed for organizations looking to enhance their go-to-market strategies, risk management, and customer onboarding processes through accurate business identity verification and transaction screening.",Business,Corporations,https://www.enigma.com/og/static--home.png,og,Enigma: Trusted business data,"Enigma provides the most accurate and comprehensive data on 49M+ U.S. businesses. Access deep firmographics, contacts, and exclusive card revenue data to power your GTM and risk workflows.",200,ok,,openai
https://www.esri.com,https://www.esri.com/en-us/home,Esri,"Esri offers powerful GIS software, including ArcGIS, which provides mapping and spatial analytics technology for businesses and government organizations. Their solutions help users visualize and analyze geographic data to support decision-making and operational efficiency across various industries. With a focus on sustainability and innovation, Esri empowers organizations to leverage geospatial insights for strategic planning and resource management.",Technology,Software,https://www.esri.com/content/dam/esrisites/en-us/media/social-media/social-sharing-image-default.jpg,og,GIS Software for Mapping and Spatial Analytics | Esri,Esri’s GIS software is the most powerful mapping & spatial analytics technology available. Learn about Esri’s geospatial mapping software for business and government.,200,ok,,openai
https://www.evaluate.com,https://www.evaluate.com,Evaluate,"Evaluate provides trusted commercial intelligence, consensus forecasts, and analysis specifically tailored for the pharma, biotech, and medtech industries. Their suite of forecasting tools and competitive intelligence solutions empower organizations to make informed decisions and refine their commercial strategies. With a focus on enhancing asset management and business development, Evaluate supports clients across various sectors including investment banks, venture capital, and private equity.",Healthcare,Pharmaceuticals,https://www.evaluate.com/wp-content/uploads/2026/01/cropped-evaluatefavicon26.png,og,"Pharma commercial intelligence, news & analysis | Evaluate","Trusted commercial intelligence, consensus forecasts, news and analysis for pharma, biotech and medtech industry - Explore Evaluate",200,ok,,openai
https://www.experian.com,https://www.experian.com,Experian,"Experian offers a range of financial tools including credit reports, FICO® scores, and identity theft protection services. Their services are designed for individuals looking to manage their credit and financial health, as well as businesses needing credit support and fraud prevention solutions.",Business,Corporations,https://www.experian.com/static/exp/social/social-experian-generic.webp,og,"Experian: Credit Report, FICO® Score & Financial Tools","Get your free credit report and FICO® Score. Experian is your Big Financial Friend, helping you with credit cards, loans, insurance, and more.",200,ok,,openai
https://www.fairhealth.org,https://www.fairhealth.org,FAIR Health,"FAIR Health offers a comprehensive suite of healthcare data solutions utilizing the nation's largest private healthcare claims data repository. Their services support various stakeholders, including businesses, policymakers, and healthcare providers, in making informed decisions regarding claims adjudication, policy making, and market analysis. With a focus on transparency and accessibility, FAIR Health aims to empower consumers and professionals alike with critical healthcare insights.",Healthcare,Health Insurance,http://www.fairhealth.org/images/Logo.svg,og,Healthcare Data Solutions for a New Generation | FAIR Health,"Our data products use the nation's largest private healthcare claims data repository to support
business decisions, claims adjudication, policy making and more.",200,ok,,openai
https://fred.stlouisfed.org,https://fred.stlouisfed.org,Federal Reserve Bank of St. Louis (FRED),"FRED provides access to a vast collection of economic data, featuring over 845,000 time series from various sources. It serves as a valuable resource for researchers, policymakers, and businesses looking to analyze economic trends and indicators. Users can download, graph, and track data related to various economic metrics.",Econometrics,Indicators,https://fred.stlouisfed.org/images/STL_Fed_Logo.svg,header,Federal Reserve Economic Data | FRED | St. Louis Fed,"Download, graph, and track 845,000 economic time series from 124 sources.",200,ok,,openai
https://www.fiscal.ai,https://www.fiscal.ai,,,,,,none,,,429,fetch_failed,HTTP 429,openai
https://fiscalnote.com,https://fiscalnote.com,FiscalNote,"FiscalNote offers a comprehensive suite of public affairs and government relations software designed to help organizations track and shape policy effectively. Their flagship product, PolicyNote, provides AI-powered insights and tools for government affairs professionals, enabling them to monitor legislative developments and engage stakeholders efficiently. With a focus on policy intelligence, FiscalNote serves clients across various sectors looking to influence policy outcomes.",Econometrics,Government & Policy,https://fiscalnote-marketing.s3.amazonaws.com/Brand-assets/Facebook-LinkedIn.png,og,FiscalNote - Public Affairs & Government Relations Software,"The #1 most trusted partner for government relations & public affairs software. Track policy, manage stakeholders, act fast.",200,ok,,openai
https://www.fitchsolutions.com,https://www.fitchsolutions.com,Fitch Solutions,"Fitch Solutions provides data, research, and analytics focused on credit risk and strategy for financial and corporate leaders. Their services include tools for banking, asset management, insurance, and corporate strategy, helping clients navigate market complexities and optimize decision-making. With a comprehensive suite of financial data and insights, they empower organizations to manage risk and seize opportunities effectively.",Business,Corporations,https://www.fitchsolutions.com/images/fitchsolutions.jpg,og,"Fitch Solutions | Data, Research & Analytics for Credit Risk & Strategy","Make better-informed credit risk and strategy decisions with reliable data, insightful research, and powerful analytics.",200,ok,,openai
https://www.gartner.com,https://www.gartner.com,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://www.globaldata.com,https://www.globaldata.com,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://govwin.com,https://iq.govwin.com/neo/home,GovWin,"GovWin IQ is the leading market intelligence platform tailored for U.S. and Canadian government contractors. It provides essential insights, research, and analysis to help businesses navigate the complexities of government contracting. With tools for contract analysis and market trends, GovWin supports contractors in managing and growing their government business effectively.",Business,Corporations,https://iq.govwin.com/neo/assets/govwin-a3df567ea007e8c1fe8fec696bed889a.ico,favicon,GovWin IQ: The Leading Government Contracting Sales Solution,GovWin IQ is the industry's leading market intelligence platform designed to support the success of U.S. and Canadian government contractors.,200,ok,,openai
https://healthverity.com,https://healthverity.com,HealthVerity,"HealthVerity is a comprehensive healthcare data platform that connects various data sources, including electronic health records (EHR), claims, and laboratory data. It is designed for life sciences, payers, and government sectors, enabling users to accelerate research and improve healthcare insights through real-world data. The platform emphasizes privacy and compliance while providing tools for identity resolution and data integration.",Healthcare,Pharmaceuticals,https://healthverity.com/wp-content/uploads/healthverity-synchronize-the-science.jpg,og,HealthVerity: The healthcare data platform built for breakthroughs,"Connect to the largest real-world healthcare data platform — including EHR, claims, labs, and more. 75+ sources. Built for privacy.",200,ok,,openai
https://www.hginsights.com,https://hginsights.com/,HG Insights,"HG Insights provides Revenue Growth Intelligence solutions designed to empower businesses with actionable insights for their go-to-market strategies. Their platform leverages extensive B2B data and AI-driven analytics to help organizations accelerate sales pipeline growth, optimize account targeting, and enhance overall revenue performance. It is particularly beneficial for sales and marketing teams looking to improve their market engagement and conversion rates.",Business,Corporations,https://hginsights.com/wp-content/uploads/2025/12/strategy_white.svg,og,Fuel Your GTM Strategy with Actionable Revenue Growth Intelligence,HG Insights provides Revenue Growth Intelligence Solutions backed by extensive customer services to accelerate time to value.,200,ok,,openai
https://www.housecanary.com,https://www.housecanary.com,HouseCanary,"HouseCanary offers AI-powered real estate data and analytics, providing insights, valuations, and forecasts for over 136 million U.S. properties. Their platform is designed for real estate investors, agents, and loan officers, helping them make informed decisions quickly and efficiently. With a focus on accuracy and comprehensive data, HouseCanary aims to streamline workflows and enhance competitiveness in the real estate market.",Real Estate,Residential,https://www.housecanary.com/images/housecanary_website_opengraphurl.png,og,HouseCanary | AI-Powered Real Estate Data & Analytics,"Make smarter real estate decisions with HouseCanary. Access AI-powered valuations, forecasts, and insights for over 136M U.S. properties.",200,ok,,openai
https://www.idc.com,https://www.idc.com,IDC,"IDC provides trusted tech intelligence and insights to help businesses navigate the changing technology landscape. With over 15 billion data points tracked annually, IDC serves IT leaders, business executives, and investors by offering data-driven forecasts and competitive analysis. Their services are designed to empower organizations to make informed decisions and stay ahead in the market.",Technology,Software,https://www.idc.com/wp-content/themes/idc2025/assets/images/favicon.ico,favicon,IDC | Trusted Tech Intelligence,Navigate the changing tech landscape with IDC’s trusted intelligence and insights from 11 billion data points.,200,ok,,openai
https://inrix.com,https://inrix.com,,,,,,none,,,403,fetch_failed,HTTP 403,openai
https://www.healthdata.org,https://www.healthdata.org,Institute for Health Metrics and Evaluation,"The Institute for Health Metrics and Evaluation (IHME) is an independent global health research center at the University of Washington. It provides comprehensive data and analysis on global health trends, focusing on the burden of diseases, injuries, and risk factors. IHME's work supports policymakers and health practitioners in making informed decisions to improve health outcomes worldwide.",Healthcare,,https://www.healthdata.org/sites/default/files/styles/metatag_og/public/2023-11/IHME-logo-sharecard.png.webp?h=ec041e41&itok=77yBlRX-,og,Homepage | Institute for Health Metrics and Evaluation,The Institute for Health Metrics and Evaluation (IHME) is an independent global health research center at the University of Washington.,200,ok,,openai
https://www.iqvia.com,https://www.iqvia.com,IQVIA,"IQVIA empowers life sciences organizations by providing advanced analytics, technology, and human science to accelerate innovation and improve patient outcomes. Their services are designed for pharmaceutical manufacturers, healthcare providers, and organizations involved in clinical development and commercialization of therapies. With a focus on real-world evidence and patient-centric solutions, IQVIA helps clients navigate the complexities of the healthcare landscape.",Healthcare,Pharmaceuticals,https://www.iqvia.com/Content/Shotgun/img/favicon/apple-icon-precomposed.png?v=4,favicon,"Transforming Life Sciences with Data, Technology & Human Science | IQVIA","IQVIA empowers life sciences organizations to accelerate innovation, improve patient outcomes, and bring treatments to market faster through advanced analytics and technology.",200,ok,,openai
https://id.land,https://id.land,Land id,"Land id® is a real estate communication platform that provides AI-driven intelligence for marketing and selling properties. It offers insights into parcel and owner data, as well as tools for mapping and managing land projects, making it ideal for agents, brokers, developers, and investors. With features like property tours and shareable maps, Land id helps users make informed decisions in the real estate market.",Real Estate,Land,https://cdn.prod.website-files.com/63c95e5d2e1ac62c14777764/65ce72587d532d92bbea2979_Website-Preview-Image.webp,og,Where Real Estate Begins.™ | Land id®,"Land id® delivers AI-driven intelligence to market & sell properties, uncover parcel & owner insights, and map & manage land projects with property lines nationwide.",200,ok,,openai
https://www.lightboxre.com,https://www.lightboxre.com,LightBox,"LightBox offers a comprehensive platform for commercial real estate data analytics and location intelligence. Their services include access to building footprints, tax parcels, geospatial data, and environmental information, tailored for professionals in the commercial real estate sector. By integrating various data sources, LightBox empowers users to make informed decisions and streamline their workflows.",Real Estate,Commercial,https://www.lightboxre.com/wp-content/uploads/2022/03/Option-1-ALT.png,og,CRE Data Analytics and Location Intelligence Platform | LightBox,"Combining valuable real estate data analytics, including building footprints, tax parcels, geospatial, zoning, & environmental building data all in a single platform. Learn more!",200,ok,,openai
https://lightcast.io,https://lightcast.io,Lightcast,"Lightcast empowers businesses, educational institutions, and governments with comprehensive labor market intelligence. With access to over 2.5 billion job postings and 800 million career profiles, it provides actionable insights for workforce decisions across 165 countries. Their data helps organizations understand local labor conditions and build effective workforce strategies.",People,Demographics,https://www.datocms-assets.com/62658/1749830391-starts-with-tagline-included-1.gif,og,Lightcast | The Standard for Labor Market Intelligence,"Lightcast empowers smarter decisions for businesses, education institutions, and governments worldwide. With the world’s most comprehensive database—spanning over 2.5 billion job postings , 800 million career profiles , and 100+ government sources—Lightcast delivers unparalleled insight across 160+ countries. Lightcast is the universal standard in labor market intelligence. A global leader in data, it powers smarter decisions for organizations worldwide.",200,ok,,openai
https://www.lseg.com,https://www.lseg.com/en?utm_source=Eloqua&utm_medium=email&utm_campaign=3011973_LSEGcountryjobtitlemissingdata&utm_content=LSEG_missing_Job_Tittle_Country_Email&elqCampaignId=31695&cid=14651144&elqTrackId=2c125c264a5f4687b0dbdd3dc93515cf&elq=ea1678bd9a1245769649da994b901483&elqaid=159519&elqat=1&elqCampaignId=31695&elqak=8AF5F7FD74411FB955EE385617A3E51AD87A8A6CF1C3DB83CDB050A9FCDD4CE9E6E7,LSEG,"LSEG is a leading global financial markets infrastructure and data provider, playing a vital role in the world's financial system. They offer a unique open platform with best-in-class data and analytics, empowering customers to make informed investing, trading, and risk decisions. Their services cater to a wide range of financial institutions and businesses seeking reliable market insights and solutions.",Technology,Software,https://www.lseg.com/content/dam/lseg/en_us/images/logos/thumbnail/lseg-default-social-image.jpg.transform/rect-768/q90/image.jpg,og,Financial Markets Infrastructure and Data | LSEG,LSEG is your trusted global financial markets infrastructure and data provider. Discover how we deliver value for our customers.,200,ok,,openai
https://medtechinsight.com,https://insights.citeline.com/medtech-insight/,Medtech Insight,"Medtech Insight provides expert insights and analysis for the medtech industry, focusing on trends, innovations, and market intelligence. It serves decision-makers in the medical technology sector, offering valuable information on regulatory updates, market access, and commercial strategies.",Healthcare,Medical Devices,https://insights.citeline.com/resizer/v2/https%3A%2F%2Finsights.citeline.com%20%2Fresizer%2FJQyU6NK5rh43CqaoPVEc-TzrNfg%3D%2Farc-photo-norstella%2Farc2-prod%2Fpublic%2F2EZDOH4S3NAF5OTHTXOBT7J5VM.png?smart=true&auth=8354d40d43280d7934fb21399273f113709085e45fe7907e0de1bd676029b319&width=1200&height=630,og,Medtech Insight | Global Medtech News & Insights,"Stay ahead in the Medtech industry with expert insights and analysis. Explore trends, innovations, and market intelligence from Citeline's Medtech Insight.",200,ok,,openai
https://www.milliman.com,https://us.milliman.com/en/,Milliman,"Milliman is a worldwide provider of actuarial and related products and services, focusing on improving healthcare, expanding access to insurance, and managing emerging risks. They leverage advanced technology and actuarial expertise to help clients in both public and private sectors navigate complex challenges related to health costs and financial security.",Healthcare,Health Insurance,https://assets.milliman.com/downloads/Millimanillustration090generalbusiness.jpg,og,Milliman | US | Solutions for a world at risk,"A worldwide provider of actuarial and related products and services, we help our clients protect the health and financial well-being of people everywhere.",200,ok,,openai
https://www.mni.net,https://www.mni.net,MNI,"MNI provides human-verified company and contact data on U.S. manufacturers, suppliers, and industrial service providers. Their database is designed for sales, marketing, and go-to-market teams, helping them build targeted lists and connect with key decision-makers in the industrial market.",Infrastructure,,https://www.mni.net/apple-touch-icon.png,favicon,"MNI® - Verified U.S. Industrial Data, Manufacturers Directories, Sales Leads, & Email Lists","MNI provides human-verified company and contact data on U.S. manufacturers, suppliers, and industrial service providers for sales, marketing, sourcing, and go-to-market teams.",200,ok,,openai
https://www.moodys.com,https://www.moodys.com,Moody's,"Moody's provides credit ratings, research, and a comprehensive suite of data and analytics solutions for global capital markets. Their services are designed to help organizations understand risk and make informed decisions, leveraging advanced technologies like AI for enhanced insights. Moody's caters to a wide range of clients, including banks, corporations, and public sector entities.",Econometrics,Indicators,https://www.moodys.com/web/en/us/v3/images/header/v3-header-logo.svg,header,"Moody's - credit ratings, research, and data for global capital markets","Moody's CreditView is our flagship solution for global capital markets that incorporates credit ratings, research and data from Moody's Investors Service plus research, data and content from Moody's Analytics.",200,ok,,openai
